1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
10.0,15.257627,10.0,10.0,10.0,11.397906,13.080775,13.805104,10.334615,10.207921,10.227074,10.313869,10.241026,10.0,10.986577,13.354897,12.726825,13.605042,12.219209,11.935,12.440678,10.0,11.476395,13.015342,13.279857,11.188732,13.063584,13.73102,10.0,10.0,10.0,10.0,10.9869,13.267123,13.362299,13.208122,12.295512,10.321586,10.0,10.0,10.0,10.0,10.0,10.0,11.59633,11.567568,14.670543,14.670543,10.0,15.320755
10.0,15.186383,15.030717,12.255461,12.392478,12.427783,12.651222,11.722628,10.0,10.0,10.0,10.0,11.140351,11.153846,10.0,10.0,10.137143,10.21134,10.149123,10.906977,10.721116,10.245098,10.763158,10.760814,13.141577,12.828571,13.836018,13.976452,10.027972,10.045226,11.87907,12.186356,11.348066,13.685157,14.444444,10.0,10.085714,10.12766,10.0,13.140903,13.057584,13.107884,10.434783,10.429379,10.442804,10.450909,14.761905,14.716981,10.0,15.368601
10.0,15.201923,15.001776,12.844715,12.981571,13.001548,13.274931,12.46531,10.0,10.0,10.0,10.0,15.054577,15.108541,10.0,10.0,10.06875,10.511416,13.952646,14.217718,10.313253,10.0,10.0,10.466454,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,13.946429,13.946429,13.908795,13.693939,12.604,13.503356,13.38422,12.519386,10.151832,0.0,10.0,10.0,14.454728,14.454728,10.0,15.358974
10.0,15.168675,15.00703,12.877857,13.068779,13.150817,13.317963,12.454877,10.0,10.0,10.0,10.0,15.097561,15.151408,10.0,10.0,10.006993,10.550459,13.948016,14.218612,10.408163,10.0,10.0,10.550769,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,14.026316,14.008734,13.963516,13.918567,12.6,13.416309,13.311504,12.492308,10.080537,10.0,10.0,10.0,14.408163,14.408163,10.0,15.378194
10.0,15.35034,10.0,10.0,10.0,10.0,15.147314,15.183246,10.683417,10.605797,10.578125,10.693023,10.5,10.0,10.0,13.799308,13.799119,13.957627,13.941176,10.0,10.0,10.0,14.521212,14.24581,10.405797,14.825472,14.982143,10.0,10.0,10.0,10.0,11.263923,13.725112,14.196927,14.228106,13.277286,11.288104,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,14.897959,14.879852,10.0,15.368601
10.0,14.710271,13.872727,10.434921,10.420139,10.604972,11.078534,10.957647,10.0,10.0,10.0,10.0,10.0,10.0,13.439842,12.575505,10.733179,11.00464,10.667532,10.532544,10.725806,10.0,13.872093,13.259972,11.227723,13.697297,13.377246,11.152542,10.0,10.0,10.0,11.343049,12.911208,13.558824,13.721187,13.219568,11.577131,10.0,10.0,10.0,10.0,10.0,10.0,10.064815,13.795841,13.755597,14.908088,14.917127,10.0,15.378194
10.0,15.19948,15.044092,12.735661,12.979015,13.050769,13.213675,12.288802,10.0,10.0,10.0,10.0,15.120354,15.102293,10.0,10.0,10.1,10.710744,13.884154,14.156522,10.504854,10.0,10.0,10.690289,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,13.991131,13.982301,13.946488,13.632777,12.561194,13.471235,13.405983,12.594855,10.138298,0.0,0.0,10.0,14.370902,14.361963,10.0,15.358974
10.0,15.272414,15.242634,11.257329,11.253521,11.326252,11.592258,10.931507,10.0,10.0,10.0,10.0,15.123023,15.159292,10.0,10.0,11.388527,11.620458,11.394515,14.243421,13.777778,10.687747,10.262295,10.375,10.0,13.227151,12.873309,13.12766,10.276018,10.21374,10.178862,10.0,14.253165,13.502471,10.696203,10.36,11.96131,12.403579,10.162338,10.0,0.0,10.0,12.30427,12.255435,12.312277,12.340426,15.252595,15.261698,10.0,15.320138
10.0,15.272021,15.183246,11.608992,11.752747,11.728049,11.976009,11.247588,10.0,10.0,10.0,10.0,15.007168,15.02518,0.0,10.0,10.0,10.0,10.0,14.821203,14.522694,10.270968,15.152824,15.213445,10.0,0.0,0.0,10.0,11.36983,12.86698,13.450297,13.427973,12.423717,11.373429,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.356021,12.308378,12.356389,12.378472,15.200351,15.191228,0.0,15.358974
10.0,15.196995,14.850088,14.990926,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.951904,13.086957,13.688966,12.840506,10.0,10.0,11.030675,13.318314,13.777385,10.190083,14.267857,14.293413,10.0,10.0,10.0,10.0,10.708502,13.502392,13.512876,13.415452,12.45082,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,13.97351,13.97351,0.0,13.495597,14.626,14.470157,14.741874,14.741874,10.0,15.339623
