1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10.0,26.577114,16.314668,10.0,10.0,10.0,10.0,13.062852,12.468293,16.337249,12.745797,10.0,13.430864,16.182309,16.421569,13.496186,12.208272,10.0,14.114573,10.0,13.855769,10.0,15.798407,15.237895,12.500544,15.277887,12.377709,13.247291,13.861259,14.648831,16.466102,10.0,14.581911,16.583168,13.380779,10.0,10.0,12.484722,15.311265,15.237895,13.607002,16.923145,15.302078,12.954204,12.175637,15.366918,15.189255,12.493506,15.230837,16.669318,11.537864,10.0,11.377391,12.781648,13.36621,14.016062,13.149013,16.014369,15.227941,12.968363,13.703405,15.598204,15.665383,12.364082,14.140403,12.494054,14.900386,10.0,15.73125,13.311831,14.29272,15.754648,15.203307,10.0,12.956492,13.167421,12.871755,13.544049,13.192,13.378911,11.609756,12.874231,13.627459,16.473154,10.0,13.72452,14.162162,14.633834,10.0,13.231842,12.198529,10.034783,13.511773,10.0,11.750276,12.357813,13.480276,10.0,12.361226,26.581967
10.0,26.828382,10.0,10.0,10.0,16.891082,10.0,10.0,10.0,10.0,10.0,10.374233,10.031008,10.0,13.221353,10.0,16.592819,14.36946,13.813163,20.000168,10.246269,19.624429,10.0,13.664681,10.034483,22.418262,10.366029,13.530913,12.980048,17.36331,13.978426,19.289097,10.055556,14.320368,17.154519,10.0,13.934283,21.425791,16.585659,19.355286,14.344426,13.275728,14.41127,20.452178,13.528431,10.382075,13.609394,12.570379,10.324675,13.718368,14.405741,15.615847,12.63526,19.732966,11.467105,15.776923,12.371048,14.387255,14.756962,12.652322,11.042969,17.329902,13.154309,18.862577,14.170374,10.0,17.03801,20.716867,12.997972,13.582222,19.414572,11.577982,20.488994,17.471775,14.75626,14.364916,18.243313,13.470028,21.582773,15.375603,13.978474,10.0,14.57119,20.279839,14.843257,10.0,14.1332,14.232877,10.0,21.275994,12.579446,16.089305,17.644681,10.0,10.591474,10.0,15.085182,10.0,16.74211,26.833237
10.135021,22.432609,10.0,10.0,15.858449,12.882643,15.802503,16.998692,12.351592,10.0,17.989413,10.222222,12.977881,17.915551,10.0,12.193476,10.802326,10.241164,10.38764,11.087766,18.246781,17.8186,15.552112,10.0,15.694301,10.323217,15.953599,17.369875,10.315011,15.417837,12.714495,12.59536,10.0,17.606411,10.110915,17.660276,15.674293,16.777501,15.21505,17.103482,12.314931,12.216189,10.0,12.32383,10.184615,12.609081,16.32,15.613378,16.518624,16.366486,12.365262,11.744956,12.836321,15.430695,10.088068,17.21381,17.665,11.681901,16.721563,15.204882,10.013468,16.30886,16.046195,17.481278,12.643777,11.525565,12.761338,12.952622,10.0,15.92426,16.672211,16.497684,12.770138,17.051894,10.22291,17.338039,15.904073,10.0,16.211801,10.0,15.341965,19.081092,10.0,10.008475,12.175947,17.392018,10.943925,13.476132,12.2838,13.058378,10.0,10.0,13.469287,12.027933,12.075027,12.761619,12.441661,12.764122,10.0,26.808437
10.0,26.597956,14.160945,10.0,10.0,11.497537,13.59314,11.50559,13.967556,14.908146,10.0,14.531622,11.275168,11.500945,14.470614,12.133023,11.442478,15.716045,13.580681,13.858798,13.080637,12.591942,12.975217,13.636491,13.1296,13.291367,12.530367,13.047668,14.480929,12.390057,11.079137,13.043093,13.981459,14.608593,11.337778,10.98943,11.92314,15.138047,11.337719,10.0,14.238298,11.106415,13.351505,14.557799,10.645963,11.11716,15.307147,12.834161,11.747566,15.744193,12.440309,10.0,10.986928,13.866,14.175926,11.981481,14.872374,15.72381,13.619343,13.11262,12.841869,10.923529,12.28734,13.415513,14.732043,11.316129,14.732935,13.373104,11.188764,12.300349,14.433291,10.0,11.287356,11.93682,11.460043,13.432405,10.0,12.317589,11.378685,14.166667,12.504151,11.307527,12.732603,11.265349,14.7049,11.416196,11.4,10.0,11.578778,11.259259,10.010724,16.012943,11.391344,10.04,14.986388,10.027778,11.65417,12.284858,10.0,26.612507
10.0,26.789033,10.0,10.0,10.0,10.0,10.037143,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22.502064,10.0,10.0,10.0,10.0,10.0,10.065657,10.0,22.488778,22.400305,22.412359,10.0,10.0,22.498368,22.50557,22.498912,22.490979,22.386606,10.0,22.481595,22.603507,20.902276,22.496356,10.0,10.034985,22.407626,10.0,22.3984,10.0,10.0,10.10084,22.486383,10.0625,22.42759,10.0,22.316824,10.102564,10.0,10.0,10.0,22.476811,10.0,10.0,10.104348,22.105615,10.0,22.232663,22.466846,21.980868,22.269883,10.060914,10.0,10.0,10.0,10.0,22.479203,22.327209,22.378755,22.467254,10.0,10.0,10.101695,22.497697,22.467254,10.101695,10.0,10.0,22.500768,10.0,22.483791,22.119136,21.785663,21.994107,22.476811,10.0,21.506888,10.0,21.824192,22.499296,10.0,26.808437
10.0,26.743619,10.0,10.0,10.0,10.0,15.239747,10.538066,10.73065,10.0,10.0,10.0,15.717143,12.28,16.288122,10.006211,17.232352,15.920479,14.584939,17.380894,17.019969,14.851457,12.486497,15.788882,10.578223,12.107562,15.702019,13.56271,13.472667,12.114286,12.279012,11.95338,14.404075,15.497126,13.841584,17.259308,12.08415,15.942875,10.683673,16.535679,13.13511,15.808791,15.713007,18.295173,10.0,11.955605,10.256437,10.377215,11.100762,15.310263,10.444265,12.083506,11.945946,10.401695,14.691712,10.473204,10.759119,10.47555,17.006335,14.033947,13.877036,12.324215,15.332371,15.313788,10.001946,14.737953,13.893601,10.0,12.342279,15.113573,12.16581,10.592079,11.282322,10.592516,12.537671,10.789184,11.899576,13.793133,16.589663,11.90694,10.988163,10.0,10.079646,16.678222,16.974665,10.746384,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.097143,10.0,26.743619
10.0,26.788545,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.102941,12.149526,12.164311,12.103943,10.0,14.97221,10.0,10.0,12.329301,10.0,10.0,10.0,10.0,10.0,16.561833,12.60555,14.669689,12.022962,13.576985,11.560742,10.354472,13.227517,13.222222,15.336638,13.400628,15.564,14.248946,11.542373,13.090136,14.012188,11.443062,13.655941,14.854063,13.841641,12.230172,13.236129,13.911658,13.950082,15.215663,11.145455,15.549521,11.489031,13.896296,16.031343,11.642282,15.360274,12.692032,11.442482,10.125413,13.639837,11.142405,11.700803,13.164634,10.008197,10.631683,13.887988,13.432242,11.3066,10.004167,11.513345,12.717701,11.289583,13.609497,12.947225,11.422106,13.040609,13.782078,11.978369,13.543717,14.515352,13.46079,14.224549,12.989104,12.076923,11.108911,10.370155,16.225827,13.524049,14.117679,10.947368,10.76399,10.770492,11.961907,15.098324,10.779775,10.0,12.264873,17.024249,26.788545
10.0,26.897384,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.425549,16.372465,15.917976,16.012569,15.312864,16.916,10.0,10.403361,16.624579,10.0,10.0,10.0,14.358687,16.984391,17.59951,17.085992,17.306246,18.28475,16.214924,16.335476,18.003323,17.778114,11.854701,15.462958,11.424899,16.549272,16.014605,10.0,16.02544,12.035172,11.589041,10.0,10.023622,17.833085,17.072435,16.859749,12.367402,11.912679,14.234809,15.674995,15.593285,11.916076,17.032145,14.774224,13.239784,16.582412,10.0,14.340369,14.706183,17.116361,15.84627,10.0,10.0,16.472299,16.840764,17.060769,18.408543,16.474513,11.958279,11.816302,17.927019,11.848411,17.541114,17.776499,13.86045,16.445404,16.602797,10.0,10.556054,10.494024,10.0,10.0,10.0,10.0,10.0,10.0,10.446512,10.424581,10.253425,16.945324,14.294918,12.247754,10.223565,17.061611,16.877428,10.087413,10.0,10.0,26.897384
10.0,26.753623,10.0,10.0,20.407461,21.485643,21.471322,10.0,21.457036,10.0,21.476091,10.0,21.429044,21.485643,10.94198,21.112927,10.0,21.457036,10.0,10.0,21.480865,10.945205,11.670802,21.487379,20.332098,21.471322,20.002153,11.665286,10.0,10.0,10.0,11.891551,10.0,20.652258,10.938776,12.115656,10.0,10.0,21.447532,10.0,10.0,10.0,10.932432,21.937675,10.0,10.0,11.972522,10.0,10.0,21.090102,10.569072,21.500208,19.451862,21.532227,19.991398,18.678195,12.023576,21.480865,18.458024,20.076975,11.770881,17.891735,20.947384,21.031175,10.0,19.151964,10.0,11.982249,21.726737,10.0,21.504181,11.643522,21.740196,10.0,21.653293,20.219756,21.95911,21.942492,10.0,10.0,20.016529,21.276813,20.436049,21.308826,10.0,10.0,11.688963,20.638449,12.002982,10.954003,10.0,10.0,10.901961,10.944351,10.0,0.0,0.0,10.0,10.0,26.753623
10.0,26.872842,10.410359,10.0,15.393196,10.0,10.00266,10.0,10.0,10.0,10.0,10.0,10.502439,19.592357,10.866667,10.0,16.441975,12.126796,12.121054,11.755481,12.083333,12.159622,14.625,18.61789,10.528455,13.038961,10.137787,17.890642,12.334606,10.0,15.815978,12.963156,11.126738,10.335294,11.900932,12.193103,18.07406,10.39531,11.337034,12.173625,10.270408,12.441245,13.891197,10.347594,16.289436,11.022436,19.045377,19.327128,11.117342,16.082232,12.273278,12.390505,17.122379,15.204176,10.807167,11.3186,12.158845,12.277868,15.56087,12.195533,12.489137,16.035642,11.938852,11.155884,13.091527,11.288422,11.027629,14.038689,10.549906,13.728248,12.11217,16.680584,19.614159,10.777379,12.215674,10.0,15.71412,11.388321,10.189394,12.015504,12.233959,10.138889,11.031026,12.260832,11.323107,11.369518,10.0,13.209285,12.030837,12.844687,13.038731,10.0,10.0,10.68425,14.242949,10.814706,11.008,17.93975,12.203467,26.877698
